,Region,Area,Site_Name,place_name(googleAPI),lat,lng,tag,tag_zh,Site_Type,rating,formatted_address
64,四國,高知,安居溪谷,安居渓谷,33.6692363,133.1913866,"Landscape ,Japan ,Nature ,Tourism ,Autumn ,Noted place ,Autumn leaves ,May ,Landscape ,Park ,Bridge ,Valley, Canyon, Gorge ,Torrent ,Clear stream ,Shikoku ,Kochi Prefecture ,Niyodogawa River ,Yasui Valley ,Niyodogawa-cho ,Bridge of scarlet maple leaves","風景 ,日本 ,自然 ,觀光 ,秋天 ,名所 ,紅葉 ,5月 ,景色 ,公園 ,橋 ,溪谷 ,溪流 ,清流 ,四國 ,高知縣 ,仁淀川 ,安居溪谷 ,仁淀川町 ,楓橋",,4.4,日本、〒781-1628 高知県吾川郡仁淀川町大屋１６２７−４
65,九州,長崎,仁田嶺,雲仙仁田峠,32.7503819,130.2846981,"Landscape ,Japan ,Nature ,Blue sky ,Sunny ,Sightseeing resort ,Tree ,Tourism ,Natural landscape ,Autumn ,Spring ,Green ,Noted place ,Autumn leaves ,Cloud ,Plant ,Travel ,Tourist attractions ,Tourist attractions ,November ,Winter ,May ,Fresh green ,Superb view ,Pink ,In full bloom ,Landscape ,Snow ,Green ,Blue","風景 ,日本 ,自然 ,藍藍的天空 ,晴天 ,觀光地 ,木頭 ,觀光 ,自然風景 ,秋天 ,春天 ,綠色 ,名所 ,紅葉 ,雲 ,植物 ,旅行 ,觀光名所 ,11月 ,旅遊景點 ,冬 ,5月 ,鮮綠 ,絶景 ,粉色 ,盛開 ,景色 ,雪 ,藍色 ,綠色",,4.2,日本、〒854-0621 長崎県雲仙市小浜町雲仙
66,關東,東京,Caretta 聖誕點燈,カレッタ汐留,35.6649023,139.7624456,"Landscape ,Japan ,Blue sky ,Sightseeing resort ,Tourism ,Noted place ,Travel ,Tourist attractions ,Winter ,Superb view ,Night view ,Night ,Landscape ,Light up ,Blue ,Beautiful ,Light ,Tokyo Metropolitan Area ,Kanto ,Townscape ,Event ,Beautiful ,Night sky ,City ,Illumination ,Beautiful ,Tokyo ,Lighting ,Event ,Large city","風景 ,日本 ,藍藍的天空 ,觀光地 ,觀光 ,名所 ,旅行 ,觀光名所 ,冬 ,絶景 ,夜景 ,晚上 ,景色 ,亮燈 ,藍色 ,美麗 ,光 ,東京都 ,關東 ,市區街道 ,行事 ,漂亮 ,夜空 ,都市 ,霓彩燈飾 ,漂亮 ,東京 ,照明 ,都市風景 ,都會",,3.9,日本、〒105-7090 東京都港区東新橋１丁目８−２
67,東北,山形,松岬公園,松が岬公園(米沢城跡),37.9083295,140.105555,"Landscape ,Japan ,Blue sky ,Sunny ,Sightseeing resort ,Tree ,Tourism ,Spring ,Green ,Flower ,Noted place ,Cloud ,Plant ,Travel ,Tourist attractions ,April ,Tourist attractions ,Daytime ,Cherry ,Pink ,In full bloom ,Landscape ,Tohoku ,Green ,Trip ,Water ,White ,Beautiful ,Cherry blossom ,Water's edge","風景 ,日本 ,藍藍的天空 ,晴天 ,觀光地 ,木頭 ,觀光 ,春天 ,綠色 ,花 ,名所 ,雲 ,植物 ,旅行 ,觀光名所 ,4月 ,中午 ,旅遊景點 ,櫻花 ,粉色 ,盛開 ,景色 ,東北 ,綠色 ,旅 ,水 ,白色 ,漂亮 ,櫻花 ,水邊",,4,日本、〒992-0052 山形県米沢市丸の内１丁目４−１３
68,關東,千葉,小湊鐵道,小湊鐵道株式会社,35.5122396,140.0895013,"Landscape ,Japan ,Nature ,Tree ,Tourism ,Spring ,Flower ,Plant ,Tourist attractions ,April ,Tourist attractions ,Daytime ,Cherry ,Night ,In full bloom ,Yellow ,Vehicle ,March ,Beautiful ,Countryside ,Prunus yedoensis ,Railroad ,Bloom ,Beautiful ,Taste ,Train ,Bright ,Cherry-blossom viewing ,Night cherry blossoms ,Gentle","風景 ,日本 ,自然 ,木頭 ,觀光 ,春天 ,花 ,植物 ,觀光名所 ,4月 ,中午 ,旅遊景點 ,櫻花 ,晚上 ,盛開 ,黃色 ,遊樂設施 ,3月 ,漂亮 ,田舎 ,染井吉野櫻 ,鐵道 ,盛開 ,漂亮 ,風情 ,列車 ,光亮 ,賞花 ,夜櫻 ,溫和",,3.2,日本、〒290-0054 千葉県市原市五井中央東１丁目１−２
69,關西,三重,三多氣之櫻,三多気の桜,34.5173474,136.2221824,"Landscape ,Japan ,Nature ,Tree ,Tourism ,Spring ,Mountain ,Flower ,Plant ,April ,Cherry ,Water surface ,Pink ,In full bloom ,Morning ,Cherry blossom ,Countryside ,Cherry blossom ,Prunus yedoensis ,Pink ,Early in the morning ,Mie Prefecture ,Field ,Rice terrace ,Rice field ,Rural district ,Village-vicinity mountain ,Rice ,Tokai Region","風景 ,日本 ,自然 ,木頭 ,觀光 ,春天 ,山 ,花 ,植物 ,4月 ,櫻花 ,水面 ,粉色 ,盛開 ,早上 ,櫻花 ,田舎 ,櫻花 ,染井吉野櫻 ,桃色 ,一大早 ,三重県 ,田 ,梯田 ,田 ,田園 ,里山 ,稻 ,東海地方",,3.9,日本、〒515-3535 三重県津市美杉町三多気 Unnamed Road
70,東北,山形,置賜櫻花迴廊,置賜さくら回廊,38.0471063,140.1492297,"Blue sky ,Sunny ,Sightseeing resort ,Spring ,Flower ,Noted place ,Plant ,Cherry ,May ,In full bloom ,Park ,Tohoku ,Prunus yedoensis ,Pink ,Yamagata Prefecture ,Unmelted snow ,Yamagata ,Cherry pink ,Old tree ,Edohigan (Cerasus spachiana) ,Eboshiyama Park ,Okitama Cherry Cloister ,Nan'yo-shi ,Yonezawa ,Shirataka-machi","藍藍的天空 ,晴天 ,觀光地 ,春天 ,花 ,名所 ,植物 ,櫻花 ,5月 ,盛開 ,公園 ,東北 ,染井吉野櫻 ,桃色 ,山形縣 ,殘雪 ,山形 ,櫻粉色 ,老樹 ,江戶彼岸 ,地方禮物櫻花畫廊 ,南陽市 ,米澤 ,烏帽子山公園 ,岳櫻桃碗 ,烏帽子龜山書櫻桃",,4,日本、〒999-2211 山形県南陽市赤湯・ 長井市・白鷹町
71,關西,三重,除厄町,松尾観音寺,34.48779,136.733373,"Japan ,Sunny ,Tourism ,Night ,Light up ,History ,Townscape ,January ,Approach ,Power spot ,Japanese houses ,Mie Prefecture ,Road ,Suburb ,Ise-shi ,New year's visit to a shrine ,Ise Grand Shrine ,Store ,Monzen-machi (temple town) ,Okage Yokocho ,New year ,Oharai-machi ,Oisemairi (pilgrimage to Ise Shrine) ,Souvenir","日本 ,晴天 ,觀光 ,晚上 ,亮燈 ,歷史 ,市區街道 ,1 月 ,参道 ,能量景點 ,日本房子 ,三重県 ,街道 ,郊外 ,伊勢市 ,新的一年的一天 ,伊勢神宮 ,商店 ,門前町 ,這條巷子的感謝 ,新年 ,厄除町 ,伊勢參道 ,土產",,4.2,日本、〒516-0014 三重県伊勢市楠部町１５６−６
72,東北,青森,中町小見世街,中町こみせ通り,40.6454258,140.5968014,"Landscape ,Japan ,Sightseeing resort ,Tourism ,Building ,Noted place ,April ,Tourist attractions ,November ,Winter ,Landscape ,Snow ,Tohoku ,Cityscape ,History ,Historic building ,Snowscape ,Townscape ,Snow coverage ,Appearance ,Aomori Prefecture ,Tradition ,Taste ,Retro ,Important cultural property ,Japanese houses ,Wooden construction ,Old house ,Cultural property ,Tsugaru","風景 ,日本 ,觀光地 ,觀光 ,建設 ,名所 ,4月 ,11月 ,旅遊景點 ,冬 ,景色 ,雪 ,東北 ,街燈 ,歷史 ,歷史建築 ,雪景 ,市區街道 ,積雪 ,外觀 ,青森縣 ,傳統 ,風情 ,復古 ,重要文化財 ,日本房子 ,木制 ,日本民家 ,文化財 ,津輕",,3.9,日本、〒036-0377 青森県黒石市中町
73,東北,山形,舊遠藤家多層民宅,旧遠藤家住宅（多層民家）,38.5700444,139.9213111,"Nature ,Sightseeing resort ,Tourism ,Building ,Autumn ,Mountain ,Noted place ,Autumn leaves ,Tourist attractions ,Tourist attractions ,July ,History ,Yellow leaf ,Historic building ,Countryside ,Tohoku Region ,Yamagata Prefecture ,Old house ,Thatched roof ,Post town ,Private house ,Agricultural village ,Road ,Post town ,Thatched roof ,Yamamura ,Yamagata ,Thatched ,Farmer ,Tsuruoka-shi","自然 ,觀光地 ,觀光 ,建設 ,秋天 ,山 ,名所 ,紅葉 ,觀光名所 ,旅遊景點 ,7月 ,歷史 ,黄葉 ,歷史建築 ,田舎 ,東北地方 ,山形縣 ,日本民家 ,茅草的屋頂 ,休息站 ,民家 ,農村 ,街道 ,休息站 ,茅葺屋頂 ,山村 ,山形 ,茅葺 ,農家 ,鶴岡市",,3.8,日本、〒997-0532 山形県鶴岡市田麦俣七ツ滝１３９
74,東北,青森,佛浦,仏ヶ浦,41.3114221,140.8042107,"April ,Aomori Prefecture ,Wave ,Strangely shaped rock ,Shimokita Peninsula ,Nationally designated nature treasure ,Sai-mura","4月 ,青森縣 ,波 ,奇岩 ,下北半島 ,國家指定天然紀念物 ,佐井村",,4.4,日本、〒039-4712 青森県佐井村長後縫道石地内
75,中國,島根,蠟燭島,ローソク島,36.3123039,133.2107017,"Landscape ,Nature ,Sea ,August ,Rock ,Japan Sea ,Shimane Prefecture ,San'in ,Shimane ,Tsuten-kyo Bridge ,Candle Island ,Oki Island ,Oki ,Kuniga Beach ,Oki Kuniga Beach Celestial World ,Sunset of Candle Island ,Oki National Park ,Oki Kuniga Beach Tsutenkyo Bridge ,Matengai Cliff of Oki Kuniga Beach ,Oki Kuniga Beach ,Oki World Geopark ,Kuniga Beach of Oki National Park ,Kannon'iwa Rock ,Oki National Park Kuniga Beach ,Matengai Cliff ,Oki ,Celestial world ,Sunset of Kuniga Beach","風景 ,自然 ,海 ,8月 ,岩石 ,日本海 ,島根縣 ,山陰 ,島根 ,通天橋 ,蠟燭倒 ,隱岐島 ,隱岐 ,國賀海岸 ,隱歧國賀海岸天上界 ,蠟燭島的夕陽 ,隱歧國賀海岸 ,隱歧世界地質公園 ,隱歧國立公園的國賀海岸 ,隱歧國立公園 ,隱歧國賀海岸通天橋 ,隱歧國賀海岸摩天崖 ,隱歧國立公園國賀海岸 ,摩天崖 ,隱歧 ,天上界 ,國賀海岸的夕陽 ,觀音岩",,4.5,日本、〒685-0304 島根県隠岐郡隠岐の島町代
76,關西,三重,橫山瞭望台,伊勢志摩 横山展望台（天空カフェテラス）,34.3318793,136.7990488,,,,4.2,日本、〒517-0501 三重県志摩市阿児町鵜方８７５−２０
77,中部,輕井澤,追分宿,追分の谷,36.3391886,138.5575733,"Landscape ,Japan ,Sightseeing resort ,Noted place ,Tourist attractions ,November ,History ,Road ,Nagano Prefecture ,Townscape ,Shinshu ,Nagano ,Resort ,Post town ,Road ,Post town ,Nakasen-do Road ,Karuizawa ,Karuizawa-machi ,Hokuriku Shinkansen ,Hokkoku Kaido ,Unno-juku ,Mt. Asama","風景 ,日本 ,觀光地 ,名所 ,11月 ,旅遊景點 ,歷史 ,道路 ,長野縣 ,市區街道 ,信州 ,長野 ,度假村 ,休息站 ,街道 ,休息站 ,中山道 ,輕井澤 ,輕井澤町 ,北陸新幹線 ,北國街道 ,海野宿 ,淺間山",,0,日本、〒389-0115 長野県北佐久郡軽井沢町追分
78,關東,橫濱,馬車道,馬車道駅,35.4501774,139.636271,"Landscape ,Blue sky ,Uninhabited ,Sightseeing resort ,Tourism ,Building ,Noted place ,Tourist attractions ,Tourist attractions ,November ,Buildings ,May ,City ,October ,Sunny ,Cityscape ,History ,Road ,September ,Fine weather ,Kanto ,Historic building ,Townscape ,Kanagawa Prefecture ,City ,Kanagawa ,Retro ,Important cultural property ,Large city ,Yokohama","風景 ,藍藍的天空 ,吾人 ,觀光地 ,觀光 ,建設 ,名所 ,觀光名所 ,11月 ,旅遊景點 ,建築物 ,5月 ,街 ,10月 ,陽光明媚 ,街燈 ,歷史 ,道路 ,9月 ,晴天 ,關東 ,歷史建築 ,市區街道 ,神奈川縣 ,都市 ,神奈川 ,復古 ,重要文化財 ,都會 ,橫濱",,3.9,日本、〒231-0005 神奈川県横浜市中区本町５丁目４９
79,中部,金澤,志摩,志摩,36.572618,136.666898,"Landscape ,Japan ,Sightseeing resort ,Tourism ,Noted place ,Travel ,Tourist attractions ,Tourist attractions ,Buildings ,History ,Historic building ,Harmony ,Townscape ,Hokuriku ,March ,White ,Stone path ,Ishikawa Prefecture ,Important cultural property ,Japanese houses ,Ancient city ,Kanazawa ,Kanazawa-shi ,Paper lanterns ,Cultural property ,Castle town ,Wooden architecture ,Period ,Edo period ,Important preservation district of historic buildings","風景 ,日本 ,觀光地 ,觀光 ,名所 ,旅行 ,觀光名所 ,旅遊景點 ,建築物 ,歷史 ,歷史建築 ,和 ,市區街道 ,3月 ,北陸 ,白色 ,石疊道路 ,石川縣 ,重要文化財 ,日本房子 ,古都 ,金澤 ,金澤市 ,提燈 ,文化財 ,木造建築 ,時代 ,城下町 ,江戶時代 ,重要傳統的建造物群保存地區",,4.2,日本、〒920-0831 石川県金沢市東山１丁目１３−２１
80,中部,岐阜,無名池 (俗稱莫內之池),根道神社の池（モネの池）,35.6517128,136.821435,"Landscape ,Japan ,Nature ,Sightseeing resort ,Green ,Noted place ,Tourist attractions ,April ,Tourist attractions ,Water surface ,May ,Fresh green ,Superb view ,Pond ,Water ,Splendid ,Beautiful ,Fantastic ,Japanese garden ,Colorful ,Gifu Prefecture ,Green ,Mysterious ,Transparency ,Creature ,Gifu ,Spring water ,Lake water ,Flock ,Underwater","風景 ,日本 ,自然 ,觀光地 ,綠色 ,名所 ,觀光名所 ,4月 ,旅遊景點 ,水面 ,5月 ,鮮綠 ,絶景 ,池 ,水 ,鮮明 ,漂亮 ,幻想的 ,日本庭園 ,彩色的 ,岐阜縣 ,綠色 ,神秘的 ,透明 ,生物 ,岐阜 ,山泉水 ,湖水 ,群體 ,水中",,3.8,日本、〒501-2901 岐阜県関市板取４４１
81,九州,熊本,河浦崎津天主堂與海,カトリック﨑津教会,32.3123904,130.0258007,"Landscape ,Japan ,Sightseeing resort ,Tourism ,Building ,Noted place ,Tourist attractions ,April ,Sea ,Tourist attractions ,November ,Park ,Cityscape ,World heritage site ,History ,Coast ,Kyushu ,World cultural heritage ,Historic site ,Historic building ,Cultural heritage ,Townscape ,Scenic spot ,Boat ,Countryside ,Kumamoto Prefecture ,Important cultural property ,Religion ,Cultural property ,Port","風景 ,日本 ,觀光地 ,觀光 ,建設 ,名所 ,觀光名所 ,4月 ,海 ,11月 ,旅遊景點 ,公園 ,街燈 ,世界文化遺產 ,歷史 ,海岸 ,九州 ,世界文化遺產 ,歷史遺址 ,歷史建築 ,文化遺產 ,市區街道 ,風景名勝區 ,船 ,田舎 ,熊本縣 ,重要文化財 ,宗教 ,文化財 ,港",,4.2,日本、〒863-1204 熊本県天草市河浦町﨑津５３９
82,中部,靜岡,培里之路,ペリーロード,34.6718226,138.9429561,"Sightseeing resort ,Tourism ,Flower ,Noted place ,Plant ,Travel ,May ,Light up ,Cityscape ,June ,August ,History ,Road ,Historic site ,Townscape ,Stone wall ,Illumination ,Shizuoka Prefecture ,Hydrangea ,Retro ,Japanese houses ,Rainy season ,Hydrangea ,Hydrangea ,Izu ,Summer vacation ,Flowers and plants ,Edo period ,Izu peninsula ,Date","觀光地 ,觀光 ,花 ,名所 ,植物 ,旅行 ,5月 ,亮燈 ,街燈 ,6月 ,8月 ,歷史 ,道路 ,歷史遺址 ,市區街道 ,石垣 ,霓彩燈飾 ,靜岡縣 ,繡球花 ,復古 ,日本房子 ,梅雨 ,紫陽花 ,紫陽花 ,伊豆 ,暑假 ,草花 ,江戶時代 ,伊豆半島 ,約會",,3.7,日本、〒415-0023 静岡県下田市三丁目１４
83,九州,佐賀,佐賀國際熱氣球節,佐賀バルーンミュージアム,33.252416,130.3004159,"Nature ,November ,Saga Prefecture ,Fun ,Early morning","自然 ,11月 ,佐賀縣 ,有趣 ,一大早",,3.8,日本、〒840-0831 佐賀県佐賀市松原２丁目２−２７
84,關東,千葉,地獄瞭望台,地獄のぞき,35.1593017,139.8332112,"Landscape ,Japan ,Nature ,Blue sky ,Sunny ,Tree ,Tourism ,Green ,Mountain ,Travel ,Sea ,November ,Daytime ,Water surface ,Green ,June ,August ,Rock ,Mountain chain ,Forest ,September ,Forest ,Plural ,View ,Tourists ,View ,Cliff ,Rock surface ,Rocky stretch ,Chiba Prefecture","風景 ,日本 ,自然 ,藍藍的天空 ,晴天 ,木頭 ,觀光 ,綠色 ,山 ,旅行 ,海 ,中午 ,11月 ,水面 ,綠色 ,6月 ,8月 ,山 ,岩石 ,森 ,9月 ,森林 ,複數 ,展望 ,觀光客 ,眺望 ,崖 ,岩肌 ,岩場 ,千葉縣",,4.1,日本、〒299-1901 千葉県安房郡鋸南町元名１８４ 日本寺内
85,四國,德島,高之瀨峽,高の瀬峡,33.7892144,134.0807194,"Autumn ,Mountain ,Autumn leaves ,November ,Shikoku ,Tokushima Prefecture ,Tokushima ,Awa","秋天 ,山 ,紅葉 ,11月 ,四國 ,德島縣 ,德島 ,阿波",,3.9,日本、〒771-6512 徳島県那賀郡那賀町木頭北川たいら
86,四國,德島,大川原高原,佐那河内村大川原高原大川原高原放牧場,33.9540588,134.4124015,"Landscape ,Japan ,Flower ,Early summer ,July ,Morning ,Evening ,Sunset ,Shikoku ,Plateau, Highlands ,Hydrangea ,Fog ,Rainy season ,Sea of clouds ,Hydrangea ,Hydrangea ,Tokushima Prefecture ,Eco-friendly ,Tokushima ,Wind power generation ,Wind turbine ,After the rain ,Morning sun","風景 ,日本 ,花 ,初夏 ,7月 ,早上 ,傍晚 ,日落 ,四國 ,高原 ,繡球花 ,霧 ,梅雨 ,雲海 ,紫陽花 ,紫陽花 ,德島縣 ,環保 ,德島 ,風力發電 ,風車 ,雨後 ,朝陽",,0,日本、〒771-4102 徳島県名東郡佐那河内村上大川原５−７
87,東北,岩手,馬仙峽,馬仙峡,40.2556009,141.2898649,"Landscape ,Nature ,Blue sky ,Sunny ,Spring ,Green ,Mountain ,Summer ,Fresh green ,River ,Sunny ,Tohoku ,Green ,Rock ,Scenic spot ,Clear stream ,Blue ,Landscape ,Iwate Prefecture ,Hill ,Magnificent ,Canyon ,Strangely shaped rock ,Best in Japan ,Mountain forest ,Prepitous cliff ,Meoto-iwa (husband-and-wife rock)","風景 ,自然 ,藍藍的天空 ,晴天 ,春天 ,綠色 ,山 ,夏 ,鮮綠 ,河 ,陽光明媚 ,東北 ,綠色 ,岩石 ,風景名勝區 ,清流 ,景觀 ,藍色 ,岩手縣 ,小山 ,偉大 ,峽谷 ,奇岩 ,日本第一 ,山林 ,斷崖絕壁 ,夫婦岩",,3.4,日本、〒028-6103 岩手県二戸市石切所川原
88,關東,東京,拂澤瀑布,払沢の滝,35.727554,139.1391256,"Landscape ,Japan ,Nature ,Sightseeing resort ,Mountain ,Winter ,Water surface ,River ,Snow ,Rock ,Water ,Valley, Canyon, Gorge ,Tokyo Metropolitan Area ,Kanto ,Snowscape ,Waterfall ,White ,Torrent ,Snow coverage ,Flow ,Clear stream ,River ,Blue ,Tokyo ,Ice ,Kanto Region ,Water flow ,Spray ,100 best waterfalls in Japan ,Freeze","風景 ,日本 ,自然 ,觀光地 ,山 ,冬 ,水面 ,河 ,雪 ,岩石 ,水 ,溪谷 ,東京都 ,關東 ,雪景 ,瀑布 ,白色 ,溪流 ,積雪 ,流 ,清流 ,河川 ,藍色 ,東京 ,冰 ,關東地方 ,水流 ,日本瀑布百選 ,浪花 ,凍結",,4.3,日本、〒190-0214 東京都西多摩郡檜原村本宿
89,關東,鎌倉,衫本寺,妙本寺,35.3173112,139.5565966,"Landscape ,Japan ,Blue sky ,Sightseeing resort ,Tourism ,Autumn ,Green ,Noted place ,Autumn leaves ,Tourist attractions ,Tourist attractions ,Sunny ,Green ,Blue ,Temple ,World heritage site ,History ,Historic site ,Kanto ,Historic building ,Leaf ,Harmony ,Cultural heritage ,Townscape ,Scenic spot ,Kanagawa Prefecture ,Japanese-style ,Buddhist temples and Shinto shrines ,Grounds of a shrine ,Approach","風景 ,日本 ,藍藍的天空 ,觀光地 ,觀光 ,秋天 ,綠色 ,名所 ,紅葉 ,觀光名所 ,旅遊景點 ,陽光明媚 ,藍色 ,綠色 ,寺 ,世界文化遺產 ,歷史 ,歷史遺址 ,關東 ,歷史建築 ,葉 ,文化遺產 ,和 ,市區街道 ,風景名勝區 ,神奈川縣 ,日本風格 ,寺社佛閣 ,境内 ,参道",,4.2,日本、〒248-0007 神奈川県鎌倉市大町１丁目１５−１
90,中部,山梨,沒人管溫泉,ほったらかし温泉,35.7061003,138.6521434,"Blue sky ,Sunny ,Night view ,Mountain chain ,Mt. Fuji ,Hot Spring ,Yamanashi Prefecture ,Open-air bath ,Twilight ,Yamanashi-shi","藍藍的天空 ,晴天 ,夜景 ,山 ,富士山 ,山梨縣 ,溫泉 ,露天浴 ,暮光之城 ,山梨市",,4.2,日本、〒405-0036 山梨県山梨市矢坪１６６９−１８
91,中國,廣島,三段峽,三段滝,34.6310673,132.1866981,"Landscape ,Nature ,Blue sky ,Sunny ,Autumn ,Green ,Mountain ,Autumn leaves ,Water surface ,River ,Lake ,Rock ,Pond ,Water ,Valley, Canyon, Gorge ,Waterfall ,Torrent ,Flow ,Clear stream ,River ,Trekking ,Hiroshima Prefecture ,Cloudy ,Early autumn ,Small boat","風景 ,自然 ,藍藍的天空 ,晴天 ,秋天 ,綠色 ,山 ,紅葉 ,水面 ,河 ,湖 ,岩石 ,池 ,水 ,溪谷 ,瀑布 ,溪流 ,流 ,清流 ,河川 ,遠足  ,廣島縣 ,陰天 ,初秋 ,小船",,4.4,日本、〒731-3833 広島県山県郡安芸太田町
92,九州,佐賀,七釜,七ツ釜,33.548935,129.9317843,"Landscape ,Japan ,Nature ,Blue sky ,Sightseeing resort ,Tourism ,Noted place ,Tourist attractions ,Sea ,Tourist attractions ,Superb view ,Blue ,Beautiful ,Rock ,Coast ,Kyushu ,Scenic spot ,Beautiful ,Beautiful ,Scenic spot ,Viewing platform ,Cliff ,Mysterious ,Natural monument ,Cliff ,Cave ,Saga Prefecture ,Dynamic","風景 ,日本 ,自然 ,藍藍的天空 ,觀光地 ,觀光 ,名所 ,觀光名所 ,海 ,旅遊景點 ,絶景 ,藍色 ,美麗 ,岩石 ,海岸 ,九州 ,風景名勝區 ,漂亮 ,漂亮 ,名勝 ,展望台 ,崖 ,神秘的 ,自然紀念物 ,洞穴 ,懸崖 ,佐賀縣 ,動態",,4.2,日本、〒847-0135 佐賀県唐津市
93,九州,宮崎,馬背、十字架之海,馬ヶ背,32.4242123,131.6870263,"Landscape ,Japan ,Sea ,Fresh green ,Blue ,Miyazaki Prefecture ,Cliff","風景 ,日本 ,海 ,鮮綠 ,藍色 ,宮崎縣 ,懸崖",,4.3,日本、〒883-0001 宮崎県日向市細島
94,東北,岩手,鳥越瀑布,鳥越ノ滝,39.824535,140.8747266,"Landscape ,Nature ,Autumn leaves ,October ,Tohoku ,Fine weather ,Iwate Prefecture","風景 ,自然 ,紅葉 ,10月 ,東北 ,晴天 ,岩手縣",,4,日本、〒020-0584 岩手県岩手郡雫石町西根 鳥越ノ滝
95,關東,栃木,湯之湖與男體山,男体山,36.7654844,139.4907465,"Landscape ,Japan ,Nature ,Blue sky ,Sunny ,Sightseeing resort ,Tree ,Spring ,Green ,Mountain ,Summer ,Autumn leaves ,Cloud ,Plant ,Travel ,Tourist attractions ,May ,Fresh green ,October ,Green ,June ,Beautiful ,Lake ,Asia ,Leaf ,Kanto ,Splendid ,Japanese maple ,Forest ,Beautiful","風景 ,日本 ,自然 ,藍藍的天空 ,晴天 ,觀光地 ,木頭 ,春天 ,綠色 ,山 ,夏 ,紅葉 ,雲 ,植物 ,旅行 ,旅遊景點 ,5月 ,鮮綠 ,10月 ,綠色 ,6月 ,美麗 ,湖 ,亞洲 ,關東 ,鮮明 ,葉 ,紅葉 ,森林 ,漂亮",,4.4,日本、〒321-1661 栃木県日光市中宮祠 男体山
96,中部,富山,榛木瀑布,称名滝,36.5754245,137.5236743,"Landscape ,Japan ,Nature ,Blue sky ,Sunny ,Sightseeing resort ,Noted place ,Tourist attractions ,May ,Fresh green ,Asia ,Waterfall ,Hokuriku ,Scenic spot ,Scenic spot ,Toyama Prefecture ,Natural monument ,Orient ,100 best waterfalls in Japan ,Toyama ,Tateyama ,Tateyama-machi ,National Site of Scenic Beauty ,Rainbow ,Nationally designated nature treasure","風景 ,日本 ,自然 ,藍藍的天空 ,晴天 ,觀光地 ,名所 ,觀光名所 ,5月 ,鮮綠 ,亞洲 ,瀑布 ,北陸 ,風景名勝區 ,名勝 ,富山縣 ,自然紀念物 ,東洋 ,日本瀑布百選 ,富山 ,立山 ,立山町 ,風景名勝 ,彩虹 ,國家指定天然紀念物",,4.5,日本、〒930-1406 富山県中新川郡立山町芦峅寺 称名平
97,中部,靜岡,堂之島,堂ケ島マリン,34.783036,138.768112,"Landscape ,Japan ,Nature ,Sunny ,Sightseeing resort ,Tourism ,Summer ,Noted place ,Travel ,Sea ,May ,August ,Beautiful ,September ,Light ,March ,Island ,Boat ,Transparency ,Natural monument ,Izu ,Cave ,Shizuoka ,Geopark ,Fun","風景 ,日本 ,自然 ,晴天 ,觀光地 ,觀光 ,夏 ,名所 ,旅行 ,海 ,5月 ,8月 ,美麗 ,9月 ,光 ,3月 ,島 ,船 ,透明 ,自然紀念物 ,伊豆 ,洞穴 ,靜岡 ,有趣 ,地質公園",,4.1,日本、〒410-3514 静岡県賀茂郡西伊豆町仁科２０６０
98,關東,栃木,小田代湖,戦場ヶ原,36.7772479,139.4442998,"Landscape ,Blue sky ,Sightseeing resort ,Autumn ,Mountain ,Summer ,Water surface ,October ,Green ,July ,Morning ,Lake ,Forest ,Forest ,Water's edge ,Sunrise glow ,Early in the morning ,Fog ,Tochigi Prefecture ,Late autumn ,Nikko, Sunlight ,Virgin forest ,Tochigi ,Morning haze ,Mist ,Haze ,Tree","風景 ,藍藍的天空 ,觀光地 ,秋天 ,山 ,夏 ,水面 ,10月 ,綠色 ,7月 ,早上 ,湖 ,森 ,森林 ,水邊 ,朝霞 ,一大早 ,霧 ,栃木縣 ,晩秋 ,陽光 ,原生林 ,栃木 ,晨霧 ,靄 ,濃霧 ,樹",,4.4,日本、〒321-1661 栃木県日光市中宮祠
99,關西,滋賀,夢京橋城堡大道,夢京橋キャッスル口一ド,35.2709948,136.2514487,"Landscape ,Japan ,Nature ,Sightseeing resort ,Building ,Autumn ,Autumn leaves ,Winter ,Snow ,History ,September ,February ,Kinki ,December ,Snowscape ,Townscape ,Kansai ,White ,Snow coverage ,Shiga Prefecture ,Retro ,Japanese houses ,Unmelted snow ,Shopping street ,Castle town ,Period ,Cold ,Wooden house","風景 ,日本 ,自然 ,觀光地 ,建設 ,秋天 ,紅葉 ,冬 ,雪 ,歷史 ,9月 ,2月 ,12月 ,近畿 ,雪景 ,市區街道 ,關西 ,白色 ,積雪 ,滋賀縣 ,復古 ,日本房子 ,殘雪 ,商店街 ,城下町 ,時代 ,冷 ,木屋",,3.7,日本、〒522-0064 滋賀県彦根市本町１丁目７−１
100,東北,福島,日中縣紀念自行車人行步道,日中線のしだれ桜,37.654991,139.865999,"April ,Great spot of cherry blossoms","4月 ,櫻花名所",,4.2,日本、〒966-0095 福島県喜多方市諏訪２２
101,東北,岩手,小岩井農場,小岩井農場,39.7507184,141.017309,"April ,May ,Blue Sky","4月 ,5月 ,藍藍的天空",,4,日本、〒020-0507 岩手県岩手郡雫石町丸谷地36−1
